t,cell_V0,cell_V1,cell_V2,cell_V3,cell_V4,m0,m1,m2,m3,m4,h0,h1,h2,h3,h4,j0,j1,j2,j3,j4,d0,d1,d2,d3,d4,f0,f1,f2,f3,f4,r0,r1,r2,r3,r4,t0,t1,t2,t3,t4,Xs0,Xs1,Xs2,Xs3,Xs4,Xr0,Xr1,Xr2,Xr3,Xr4,APtrack0,APtrack1,APtrack2,APtrack3,APtrack4,APtrack20,APtrack21,APtrack22,APtrack23,APtrack24,APtrack30,APtrack31,APtrack32,APtrack33,APtrack34,Cainfluxtrack0,Cainfluxtrack1,Cainfluxtrack2,Cainfluxtrack3,Cainfluxtrack4,OVRLDtrack0,OVRLDtrack1,OVRLDtrack2,OVRLDtrack3,OVRLDtrack4,OVRLDtrack20,OVRLDtrack21,OVRLDtrack22,OVRLDtrack23,OVRLDtrack24,OVRLDtrack30,OVRLDtrack31,OVRLDtrack32,OVRLDtrack33,OVRLDtrack34,Nai0,Nai1,Nai2,Nai3,Nai4,Cai0,Cai1,Cai2,Cai3,Cai4,Ki0,Ki1,Ki2,Ki3,Ki4,Ca_JSR0,Ca_JSR1,Ca_JSR2,Ca_JSR3,Ca_JSR4,Ca_NSR0,Ca_NSR1,Ca_NSR2,Ca_NSR3,Ca_NSR4
520,-42.4974,-86.6763,-89.5359,-89.719,-89.8532,0.513231,0.00116829,0.00072246,0.000700483,0.0006848,0.00167827,0.986692,0.994478,0.9947,0.994857,0.000962788,0.808656,0.995167,0.996012,0.996109,0.00214358,3.27372e-08,4.30806e-10,3.92009e-10,3.71391e-10,0.503776,0.692262,0.759245,0.792538,0.81237,0.000748596,2.439e-05,1.92803e-05,1.90095e-05,1.88135e-05,0.673266,0.99804,0.999457,0.99946,0.999463,0.272744,0.167286,0.121258,0.0972009,0.082257,0.675708,0.307621,0.133585,0.0754834,0.0494023,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.00585876,0.00585876,0.00585876,0.00585876,0.00585876,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000295061,0.000271562,0.000256939,0.000248697,0.000243023,140,140,140,140,140,1.99648,1.99282,1.98974,1.98773,1.98584,2.6367,2.61884,2.61005,2.60476,2.60045
525,-43.8668,-87.4249,-89.574,-89.7571,-89.8913,0.466173,0.00103054,0.000717826,0.000695988,0.000680404,0.00256747,0.990139,0.994525,0.994745,0.994901,0.00170062,0.867159,0.995491,0.99604,0.996137,0.00158548,1.62555e-08,4.19774e-10,3.86042e-10,3.65701e-10,0.518545,0.700778,0.765314,0.797372,0.816542,0.000673386,2.29331e-05,1.92236e-05,1.89536e-05,1.87581e-05,0.716489,0.998602,0.999458,0.999461,0.999464,0.266635,0.162536,0.117814,0.0944457,0.0799295,0.667594,0.288225,0.124964,0.0706041,0.0462055,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.00557302,0.00557302,0.00557302,0.00557302,0.00557302,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000292821,0.000269088,0.000254756,0.000246672,0.000241161,140,140,140,140,140,2.00506,2.00117,1.99808,1.99607,1.99419,2.6367,2.61884,2.61005,2.60476,2.60045
530,-45.2705,-87.9863,-89.6122,-89.7953,-89.9295,0.418157,0.000937836,0.000713222,0.000691522,0.000676036,0.00378151,0.991717,0.994572,0.99479,0.994945,0.00266599,0.909027,0.995789,0.996068,0.996164,0.00116044,8.22971e-09,4.1124e-10,3.80157e-10,3.60144e-10,0.532917,0.708986,0.771189,0.802112,0.820503,0.000604264,2.18994e-05,1.9167e-05,1.88978e-05,1.8703e-05,0.756216,0.9989,0.999458,0.999462,0.999464,0.260525,0.157917,0.114466,0.0917693,0.0776709,0.658814,0.269935,0.116895,0.0660383,0.0432145,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.00530124,0.00530124,0.00530124,0.00530124,0.00530124,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000290639,0.000266614,0.000252618,0.00024478,0.000239342,140,140,140,140,140,2.01341,2.00951,2.00643,2.00442,2.00253,2.6367,2.61884,2.61005,2.60476,2.60045
535,-46.7175,-88.4081,-89.6503,-89.8334,-89.9668,0.369831,0.000873632,0.000708647,0.000687084,0.00067179,0.00544616,0.992637,0.994618,0.994835,0.994987,0.00393594,0.938117,0.995961,0.996095,0.99619,0.000839084,4.30693e-09,4.0395e-10,3.74335e-10,3.54633e-10,0.546823,0.716895,0.776851,0.806583,0.824378,0.000540559,2.11548e-05,1.91106e-05,1.88422e-05,1.8648e-05,0.792271,0.999198,0.999459,0.999463,0.999465,0.254416,0.153424,0.111218,0.0891697,0.0754758,0.649315,0.252723,0.109346,0.0617673,0.0404162,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.00504268,0.00504268,0.00504268,0.00504268,0.00504268,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000288456,0.000264282,0.000250581,0.000242888,0.000237574,140,140,140,140,140,2.02175,2.01786,2.01477,2.01276,2.01087,2.6367,2.61884,2.61005,2.60476,2.60045
540,-48.2183,-88.7243,-89.6885,-89.8716,-89.9941,0.321929,0.000828358,0.0007041,0.000682674,0.000668695,0.00772071,0.993234,0.994664,0.994879,0.995017,0.00561368,0.957897,0.995989,0.996122,0.996209,0.000598145,2.37826e-09,3.97304e-10,3.68645e-10,3.49709e-10,0.56034,0.724517,0.782255,0.810965,0.828063,0.000481665,2.06104e-05,1.90544e-05,1.87868e-05,1.8606e-05,0.824624,0.999439,0.99946,0.999463,0.999466,0.24841,0.149063,0.108059,0.0866447,0.0733414,0.639064,0.236553,0.102281,0.0577706,0.0377986,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.00479677,0.00479677,0.00479677,0.00479677,0.00479677,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000286273,0.000261954,0.000248543,0.000241042,0.000235828,140,140,140,140,140,2.0301,2.0262,2.02312,2.02111,2.01922,2.6367,2.61884,2.61005,2.60476,2.60045
545,-49.7887,-88.968,-89.7266,-89.9097,-90.0205,0.275133,0.000795045,0.000699583,0.000678292,0.000665719,0.0108302,0.993612,0.994709,0.994922,0.995047,0.00783928,0.971137,0.996018,0.99615,0.996227,0.000419293,1.42143e-09,3.91012e-10,3.63015e-10,3.45406e-10,0.573398,0.731864,0.787508,0.815137,0.831639,0.000427022,2.0207e-05,1.89983e-05,1.87315e-05,1.85681e-05,0.85335,0.999445,0.999461,0.999464,0.999466,0.242439,0.144826,0.104994,0.0841922,0.0712714,0.627989,0.221378,0.0956708,0.0540316,0.03535,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.00456283,0.00456283,0.00456283,0.00456283,0.00456283,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.00028409,0.000259654,0.000246551,0.000239223,0.000234147,140,140,140,140,140,2.03844,2.03455,2.03146,2.02945,2.02756,2.6367,2.61884,2.61005,2.60476,2.60045
550,-51.4465,-89.1516,-89.7648,-89.9479,-90.047,0.230194,0.000770825,0.000695093,0.000673937,0.000662751,0.0151056,0.993911,0.994754,0.994965,0.995076,0.0108045,0.9799,0.996045,0.996176,0.996245,0.000288138,9.40194e-10,3.84949e-10,3.57464e-10,3.41461e-10,0.586056,0.73895,0.792574,0.819198,0.835099,0.000376165,1.9902e-05,1.89424e-05,1.86764e-05,1.85302e-05,0.878602,0.999449,0.999461,0.999465,0.999467,0.236499,0.140702,0.102015,0.0818098,0.0692591,0.616013,0.207151,0.0894858,0.0505334,0.0330595,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.00434029,0.00434029,0.00434029,0.00434029,0.00434029,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000281907,0.000257472,0.000244659,0.00023747,0.000232474,140,140,140,140,140,2.04679,2.04289,2.03981,2.0378,2.03591,2.6367,2.61884,2.61005,2.60476,2.60045
555,-53.2136,-89.2974,-89.8029,-89.986,-90.0724,0.187862,0.000752108,0.000690633,0.00066961,0.000659916,0.021046,0.994175,0.994799,0.995008,0.995104,0.0147744,0.985655,0.996073,0.996203,0.996263,0.000193407,6.93282e-10,3.79027e-10,3.5202e-10,3.37751e-10,0.598303,0.74579,0.797406,0.823073,0.838377,0.000328715,1.96674e-05,1.88867e-05,1.86214e-05,1.84938e-05,0.900595,0.999452,0.999462,0.999466,0.999467,0.230613,0.136707,0.0991206,0.079495,0.0673043,0.603064,0.193818,0.0836991,0.0472608,0.0309167,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.0041286,0.0041286,0.0041286,0.0041286,0.0041286,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000279727,0.000255289,0.000242768,0.00023573,0.000230873,140,140,140,140,140,2.05513,2.05124,2.04815,2.04614,2.04425,2.6367,2.61884,2.61005,2.60476,2.60045
560,-55.1156,-89.4119,-89.8411,-90.0173,-90.0979,0.14891,0.000737737,0.000686201,0.000666081,0.000657077,0.0294202,0.994323,0.994843,0.995043,0.995132,0.0201178,0.989402,0.996101,0.996225,0.99628,0.000126276,5.63037e-10,3.73208e-10,3.46807e-10,3.34188e-10,0.610118,0.752346,0.802145,0.826858,0.841656,0.0002844,1.94901e-05,1.88311e-05,1.85727e-05,1.84574e-05,0.919551,0.999454,0.999463,0.999466,0.999468,0.224793,0.132816,0.0963107,0.0772451,0.0654062,0.589049,0.181329,0.0782845,0.0441991,0.0289127,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.00392725,0.00392725,0.00392725,0.00392725,0.00392725,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000277689,0.000253156,0.000240938,0.000234057,0.000229272,140,140,140,140,140,2.06347,2.05958,2.0565,2.05403,2.05165,2.6367,2.61884,2.61005,2.60476,2.60045
565,-57.1827,-89.5007,-89.8792,-90.0438,-90.1223,0.114053,0.000726762,0.000681796,0.000663106,0.000654372,0.0414336,0.994435,0.994887,0.995072,0.995158,0.0273521,0.991854,0.996128,0.996243,0.996297,7.98332e-05,4.91158e-10,3.67518e-10,3.42355e-10,3.30757e-10,0.621559,0.758657,0.806615,0.830434,0.844654,0.000243069,1.93447e-05,1.87757e-05,1.85347e-05,1.8421e-05,0.935721,0.999456,0.999463,0.999467,0.999468,0.21903,0.129044,0.0935814,0.0750634,0.0635622,0.573866,0.169635,0.0732187,0.0413351,0.0270382,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.00373573,0.00373573,0.00373573,0.00373573,0.00373573,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000275652,0.000251119,0.000239129,0.000232398,0.000227744,140,140,140,140,140,2.07182,2.06793,2.06385,2.06119,2.05881,2.6367,2.61884,2.61005,2.60476,2.60045
570,-59.4471,-89.577,-89.9174,-90.0695,-90.1469,0.0839382,0.00071747,0.000677419,0.000660239,0.000651665,0.0590047,0.994529,0.994931,0.995101,0.995185,0.0372086,0.993429,0.996155,0.996261,0.996314,4.86558e-05,4.49891e-10,3.61908e-10,3.3838e-10,3.27426e-10,0.632602,0.764753,0.810995,0.833995,0.847635,0.000204715,1.92304e-05,1.87205e-05,1.8498e-05,1.83859e-05,0.949348,0.999458,0.999464,0.999467,0.999469,0.21333,0.125371,0.0909298,0.0729428,0.0617714,0.557411,0.158687,0.0684798,0.0386563,0.0252849,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.00355354,0.00355354,0.00355354,0.00355354,0.00355354,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000273615,0.000249082,0.000237382,0.000230797,0.000226216,140,140,140,140,140,2.08016,2.07519,2.071,2.06834,2.06596,2.6367,2.61884,2.61005,2.60476,2.60045
575,-61.9394,-89.6533,-89.9555,-90.095,-90.1704,0.0590322,0.000708294,0.00067307,0.000657397,0.000649076,0.0852037,0.994622,0.994974,0.995129,0.99521,0.0507292,0.994457,0.996182,0.996278,0.996329,2.8484e-05,4.23629e-10,3.56357e-10,3.34687e-10,3.242e-10,0.64324,0.770656,0.815167,0.837273,0.850543,0.000169491,1.91175e-05,1.86654e-05,1.84613e-05,1.83524e-05,0.96067,0.999459,0.999465,0.999468,0.999469,0.207699,0.12181,0.0883539,0.0708798,0.0600316,0.539562,0.14844,0.0640458,0.0361505,0.023645,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.00338024,0.00338024,0.00338024,0.00338024,0.00338024,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000271578,0.000247089,0.00023566,0.000229211,0.000224753,140,140,140,140,140,2.08851,2.08235,2.07815,2.07549,2.07311,2.6367,2.61884,2.61005,2.60476,2.60045
580,-64.6777,-89.6959,-89.9937,-90.1197,-90.194,0.0395259,0.000703223,0.000668749,0.000654665,0.000646501,0.124874,0.994673,0.995017,0.995156,0.995236,0.0694156,0.995123,0.996208,0.996295,0.996345,1.59905e-05,4.06145e-10,3.50939e-10,3.31178e-10,3.2108e-10,0.653519,0.776318,0.819226,0.840552,0.853225,0.000137719,1.90435e-05,1.86104e-05,1.84249e-05,1.83191e-05,0.969917,0.99946,0.999466,0.999468,0.999469,0.202143,0.118348,0.0858517,0.0688815,0.0583408,0.520262,0.138848,0.0598974,0.0338066,0.0221112,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.00321539,0.00321539,0.00321539,0.00321539,0.00321539,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.00026954,0.000245197,0.000233986,0.000227683,0.000223298,140,140,140,140,140,2.09597,2.0895,2.0853,2.08264,2.08026,2.6367,2.61884,2.61005,2.60476,2.60045
585,-67.6491,-89.734,-90.0318,-90.1443,-90.2168,0.0252312,0.000698711,0.000664455,0.000651942,0.000644013,0.185228,0.994718,0.995059,0.995182,0.99526,0.0954832,0.995537,0.996235,0.996312,0.99636,8.62114e-06,3.94654e-10,3.45563e-10,3.27817e-10,3.18027e-10,0.663445,0.78175,0.8231,0.843651,0.855907,0.000109858,1.89875e-05,1.85557e-05,1.83895e-05,1.82868e-05,0.97733,0.999461,0.999466,0.999468,0.99947,0.196667,0.114988,0.0834207,0.0669355,0.0566997,0.499502,0.129874,0.0560166,0.0316144,0.0206767,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.00305856,0.00305856,0.00305856,0.00305856,0.00305856,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000267503,0.000243305,0.000232344,0.000226161,0.00022189,140,140,140,140,140,2.10312,2.09665,2.09246,2.0898,2.08742,2.6367,2.61884,2.61005,2.60476,2.60045
590,-70.792,-89.7722,-90.0641,-90.168,-90.2393,0.0155026,0.000694228,0.000660844,0.000649345,0.000641572,0.275396,0.994763,0.995095,0.995208,0.995284,0.132348,0.995835,0.996257,0.996328,0.996375,4.48753e-06,3.86098e-10,3.40414e-10,3.24563e-10,3.15091e-10,0.673021,0.787031,0.826884,0.846631,0.858515,8.63736e-05,1.89316e-05,1.85058e-05,1.83559e-05,1.82551e-05,0.983147,0.999461,0.999467,0.999469,0.99947,0.191276,0.111722,0.0810587,0.0650496,0.0551046,0.477403,0.121478,0.0523862,0.0295637,0.0193349,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.0029094,0.0029094,0.0029094,0.0029094,0.0029094,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000265466,0.000241475,0.000230743,0.000224706,0.000220508,140,140,140,140,140,2.11028,2.1038,2.09961,2.09695,2.09457,2.6367,2.61884,2.61005,2.60476,2.60045
595,-73.9807,-89.8103,-90.0897,-90.1917,-90.2615,0.00936047,0.000689772,0.000657987,0.000646747,0.000639168,0.402547,0.994808,0.995123,0.995233,0.995307,0.185454,0.996078,0.996275,0.996344,0.99639,2.27355e-06,3.78994e-10,3.36024e-10,3.21383e-10,3.12178e-10,0.682222,0.792098,0.83046,0.849611,0.8609,6.75031e-05,1.88759e-05,1.84688e-05,1.83223e-05,1.82238e-05,0.987612,0.999462,0.999467,0.999469,0.999471,0.185985,0.108551,0.0787665,0.0632125,0.0535562,0.454234,0.113622,0.0489905,0.0276459,0.0180801,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.00276751,0.00276751,0.00276751,0.00276751,0.00276751,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000263429,0.000239665,0.000229173,0.000223251,0.000219145,140,140,140,140,140,2.11743,2.11096,2.10676,2.1041,2.10172,2.6367,2.61884,2.61005,2.60476,2.60045
600,-77.0242,-89.8484,-90.1147,-90.2145,-90.2829,0.00573754,0.000685345,0.000655212,0.000644265,0.000636861,0.561739,0.994852,0.99515,0.995257,0.99533,0.261861,0.996106,0.996292,0.996359,0.996404,1.13119e-06,3.7263e-10,3.32167e-10,3.1833e-10,3.09402e-10,0.691095,0.796958,0.834019,0.852321,0.863284,5.31826e-05,1.88204e-05,1.84324e-05,1.82901e-05,1.81937e-05,0.990976,0.999463,0.999468,0.99947,0.999471,0.180802,0.105468,0.0765401,0.0614338,0.052051,0.43042,0.106271,0.0458143,0.0258522,0.0169066,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.00263254,0.00263254,0.00263254,0.00263254,0.00263254,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000261391,0.000237919,0.000227645,0.000221857,0.000217835,140,140,140,140,140,2.12458,2.11811,2.11391,2.11125,2.10887,2.6367,2.61884,2.61005,2.60476,2.60045
605,-79.7569,-89.8866,-90.1395,-90.2371,-90.3043,0.00367645,0.000680946,0.00065248,0.000641804,0.000634555,0.726527,0.994896,0.995177,0.995281,0.995352,0.364354,0.996133,0.996309,0.996374,0.996418,5.56868e-07,3.66668e-10,3.28608e-10,3.15384e-10,3.06687e-10,0.699651,0.801724,0.837297,0.855004,0.865668,4.2808e-05,1.8765e-05,1.83964e-05,1.82581e-05,1.81635e-05,0.993452,0.999464,0.999468,0.99947,0.999471,0.17573,0.102477,0.0743759,0.0597029,0.0505897,0.406452,0.0993933,0.0428433,0.0241746,0.015809,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.00250413,0.00250413,0.00250413,0.00250413,0.00250413,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000259354,0.000236196,0.000226139,0.000220475,0.000216525,140,140,140,140,140,2.13173,2.12526,2.12107,2.11841,2.11603,2.6367,2.61884,2.61005,2.60476,2.60045
610,-82.0702,-89.9247,-90.1634,-90.2593,-90.3249,0.00251325,0.000676575,0.000649845,0.000639408,0.000632348,0.858592,0.994939,0.995203,0.995305,0.995373,0.483522,0.99616,0.996325,0.996389,0.996432,2.72705e-07,3.60933e-10,3.25246e-10,3.12469e-10,3.0405e-10,0.707898,0.806194,0.840575,0.857686,0.867791,3.55433e-05,1.87098e-05,1.83624e-05,1.82269e-05,1.81346e-05,0.995263,0.999464,0.999469,0.999471,0.999472,0.170778,0.0995697,0.0722731,0.0580226,0.0491706,0.382803,0.0929594,0.0400644,0.0226056,0.0147825,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.00238201,0.00238201,0.00238201,0.00238201,0.00238201,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000257317,0.000234522,0.000224684,0.000219127,0.000215269,140,140,140,140,140,2.13889,2.13241,2.12822,2.12556,2.12318,2.6367,2.61884,2.61005,2.60476,2.60045
615,-83.9389,-89.9629,-90.1874,-90.2808,-90.3453,0.00184428,0.000672232,0.000647222,0.000637083,0.000630177,0.937335,0.994982,0.995228,0.995327,0.995394,0.602226,0.996187,0.996341,0.996403,0.996445,1.33354e-07,3.55362e-10,3.22038e-10,3.09686e-10,3.01494e-10,0.715847,0.810602,0.843672,0.860097,0.869877,3.05427e-05,1.86547e-05,1.83285e-05,1.81966e-05,1.81061e-05,0.996577,0.999465,0.999469,0.999471,0.999472,0.165955,0.0967452,0.0702336,0.0563893,0.0477917,0.359818,0.0869398,0.0374654,0.0211381,0.0138225,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.00226584,0.00226584,0.00226584,0.00226584,0.00226584,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.00025528,0.000232879,0.000223233,0.000217817,0.000214033,140,140,140,140,140,2.14604,2.13957,2.13537,2.13271,2.13033,2.6367,2.61884,2.61005,2.60476,2.60045
620,-85.3991,-90.001,-90.2102,-90.3024,-90.3657,0.00144631,0.000667915,0.000644727,0.000634762,0.000628012,0.972505,0.995025,0.995253,0.99535,0.995415,0.706738,0.996214,0.996356,0.996417,0.996458,6.53231e-08,3.49915e-10,3.18934e-10,3.06923e-10,2.98996e-10,0.723509,0.814774,0.846652,0.862481,0.871963,2.71103e-05,1.85998e-05,1.82961e-05,1.81662e-05,1.80776e-05,0.997522,0.999466,0.99947,0.999471,0.999472,0.161255,0.0940014,0.0682482,0.0548039,0.0464523,0.337739,0.0813083,0.0350345,0.0197657,0.0129248,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.00215533,0.00215533,0.00215533,0.00215533,0.00215533,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000253242,0.000231278,0.000221851,0.000216507,0.000212798,140,140,140,140,140,2.15319,2.14672,2.14252,2.13986,2.13748,2.6367,2.61884,2.61005,2.60476,2.60045
