t,cell_V0,cell_V1,cell_V2,cell_V3,cell_V4,m0,m1,m2,m3,m4,h0,h1,h2,h3,h4,j0,j1,j2,j3,j4,d0,d1,d2,d3,d4,f0,f1,f2,f3,f4,r0,r1,r2,r3,r4,t0,t1,t2,t3,t4,Xs0,Xs1,Xs2,Xs3,Xs4,Xr0,Xr1,Xr2,Xr3,Xr4,APtrack0,APtrack1,APtrack2,APtrack3,APtrack4,APtrack20,APtrack21,APtrack22,APtrack23,APtrack24,APtrack30,APtrack31,APtrack32,APtrack33,APtrack34,Cainfluxtrack0,Cainfluxtrack1,Cainfluxtrack2,Cainfluxtrack3,Cainfluxtrack4,OVRLDtrack0,OVRLDtrack1,OVRLDtrack2,OVRLDtrack3,OVRLDtrack4,OVRLDtrack20,OVRLDtrack21,OVRLDtrack22,OVRLDtrack23,OVRLDtrack24,OVRLDtrack30,OVRLDtrack31,OVRLDtrack32,OVRLDtrack33,OVRLDtrack34,Nai0,Nai1,Nai2,Nai3,Nai4,Cai0,Cai1,Cai2,Cai3,Cai4,Ki0,Ki1,Ki2,Ki3,Ki4,Ca_JSR0,Ca_JSR1,Ca_JSR2,Ca_JSR3,Ca_JSR4,Ca_NSR0,Ca_NSR1,Ca_NSR2,Ca_NSR3,Ca_NSR4
205,4.78182,3.41613,1.84237,-0.0216133,-2.28614,0.996911,0.996412,0.995735,0.994764,0.993271,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,9.27618e-27,9.69641e-27,1.02204e-26,1.09006e-26,1.1825e-26,0.972687,0.963686,0.945832,0.913784,0.859272,0.126479,0.129263,0.131349,0.132329,0.131854,0.0765242,0.062495,0.0497918,0.038434,0.028525,0.0052285,0.00459451,0.00394271,0.00329792,0.00273464,0.340281,0.336592,0.332517,0.32795,0.322796,0.592064,0.588702,0.584809,0.580189,0.574654,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.136715,0.136715,0.136715,0.136715,0.136715,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000473861,0.000474015,0.000474094,0.000474048,0.000473816,140,140,140,140,140,1.29827,1.29827,1.29826,1.29826,1.29826,2.57367,2.57368,2.57368,2.57369,2.57369
210,4.38236,2.93294,1.23368,-0.821779,-3.37543,0.996773,0.996217,0.99544,0.994278,0.992405,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,2.14934e-27,2.25917e-27,2.39897e-27,2.5857e-27,2.84963e-27,0.970445,0.958634,0.935831,0.894924,0.825094,0.127075,0.12973,0.131541,0.131987,0.130796,0.0718222,0.0580305,0.045542,0.0344098,0.024806,0.00497301,0.00431946,0.00365122,0.00300847,0.00251487,0.344282,0.340267,0.335807,0.33074,0.324952,0.599463,0.595772,0.591457,0.586281,0.579975,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.130047,0.130047,0.130047,0.130047,0.130047,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000469401,0.000469546,0.000469583,0.000469501,0.00046916,140,140,140,140,140,1.31079,1.31078,1.31078,1.31078,1.31078,2.57487,2.57487,2.57488,2.57488,2.57489
215,4.00454,2.46324,0.622318,-1.65601,-4.54958,0.996636,0.996016,0.995124,0.993723,0.991338,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,4.98736e-28,5.27441e-28,5.64834e-28,6.16406e-28,6.92702e-28,0.96777,0.952802,0.92421,0.872602,0.784194,0.127671,0.130177,0.131635,0.13146,0.129607,0.0676778,0.0540492,0.0417088,0.0307554,0.0214536,0.0047359,0.00406288,0.00338076,0.00275358,0.00238683,0.348119,0.343762,0.338866,0.333246,0.326733,0.606616,0.602586,0.597801,0.592018,0.584842,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.123705,0.123705,0.123705,0.123705,0.123705,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.00046505,0.000465181,0.000465211,0.00046499,0.000464503,140,140,140,140,140,1.3233,1.3233,1.3233,1.3233,1.32329,2.57606,2.57606,2.57607,2.57607,2.57608
220,3.64611,2.00421,0.00216734,-2.53562,-5.82486,0.996502,0.99581,0.994778,0.993081,0.990008,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,1.15893e-28,1.23397e-28,1.33426e-28,1.47774e-28,1.70154e-28,0.964693,0.946208,0.910818,0.846293,0.735775,0.128267,0.130579,0.131599,0.130734,0.128441,0.0640013,0.0504696,0.0382167,0.0274109,0.0184333,0.00451607,0.00382375,0.0031314,0.0025406,0.00239283,0.351799,0.347078,0.3417,0.335456,0.328103,0.613498,0.609143,0.603846,0.597343,0.589179,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.117672,0.117672,0.117672,0.117672,0.117672,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.00046083,0.000460954,0.000460904,0.000460597,0.000459846,140,140,140,140,140,1.33582,1.33582,1.33582,1.33581,1.33581,2.57725,2.57726,2.57726,2.57727,2.57727
225,3.30511,1.55232,-0.633336,-3.4729,-7.216,0.996368,0.995596,0.994397,0.992317,0.988321,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,2.69682e-29,2.89308e-29,3.16298e-29,3.56566e-29,4.23307e-29,0.961282,0.938806,0.89545,0.815383,0.679326,0.128863,0.13091,0.131419,0.129835,0.127617,0.0607178,0.0472219,0.0350051,0.0243329,0.0157249,0.00431234,0.00360095,0.00290377,0.00238149,0.00260074,0.355327,0.350203,0.344306,0.337357,0.329042,0.620185,0.615419,0.609594,0.602287,0.592996,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.111933,0.111933,0.111933,0.111933,0.111933,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000456726,0.000456813,0.000456684,0.000456232,0.00045519,140,140,140,140,140,1.34834,1.34834,1.34833,1.34833,1.34833,2.57844,2.57845,2.57845,2.57846,2.57846
230,2.97937,1.10397,-1.29125,-4.48049,-8.73301,0.996236,0.995373,0.993972,0.991405,0.986143,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,6.28417e-30,6.79783e-30,7.52722e-30,8.66862e-30,1.06968e-29,0.957564,0.930596,0.877841,0.779214,0.614945,0.129398,0.131158,0.131085,0.12882,0.127648,0.0577668,0.0442483,0.0320248,0.0214924,0.0133184,0.00412351,0.0033934,0.00269947,0.00229526,0.0031182,0.358708,0.353144,0.346673,0.338928,0.329516,0.626702,0.621467,0.615046,0.606856,0.59627,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.106474,0.106474,0.106474,0.106474,0.106474,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000452713,0.000452739,0.000452552,0.000451866,0.000450533,140,140,140,140,140,1.36086,1.36085,1.36085,1.36085,1.36084,2.57963,2.57964,2.57964,2.57965,2.57966
235,2.66646,0.655453,-1.97927,-5.571,-10.3795,0.996104,0.995138,0.993493,0.99029,0.983302,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,1.46634e-30,1.60093e-30,1.79899e-30,2.12627e-30,2.7557e-30,0.953562,0.921513,0.857667,0.737148,0.543684,0.129899,0.131306,0.130592,0.127822,0.129216,0.055093,0.0415002,0.0292386,0.0188721,0.0112072,0.00394819,0.00320011,0.00252152,0.0023117,0.00411315,0.361949,0.355914,0.348814,0.340144,0.329482,0.63296,0.6273,0.6202,0.610971,0.598981,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.101281,0.101281,0.101281,0.101281,0.101281,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000448784,0.00044881,0.000448477,0.0004476,0.000445876,140,140,140,140,140,1.37337,1.37337,1.37337,1.37336,1.37336,2.58083,2.58083,2.58084,2.58084,2.58085
240,2.36413,0.202838,-2.70544,-6.75551,-12.1526,0.995973,0.994889,0.992944,0.988908,0.97958,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,3.42618e-31,3.77934e-31,4.32018e-31,5.27096e-31,7.27042e-31,0.949294,0.911484,0.834532,0.68871,0.467769,0.130346,0.131348,0.129952,0.127057,0.133073,0.0526511,0.0389373,0.0266181,0.0164653,0.00938079,0.00378522,0.00302032,0.00237502,0.00247676,0.00584321,0.365056,0.358512,0.350689,0.340995,0.328929,0.639035,0.632927,0.625051,0.614676,0.601119,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.0963417,0.0963417,0.0963417,0.0963417,0.0963417,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000444996,0.000444927,0.000444452,0.00044338,0.00044122,140,140,140,140,140,1.38589,1.38589,1.38588,1.38588,1.38588,2.58202,2.58202,2.58203,2.58203,2.58204
245,2.07028,-0.257822,-3.47847,-8.04247,-14.045,0.99584,0.994621,0.992313,0.987177,0.974662,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,8.01627e-32,8.94448e-32,1.0431e-31,1.32343e-31,1.97522e-31,0.944765,0.900381,0.807996,0.633772,0.390473,0.130718,0.13129,0.129177,0.126854,0.139838,0.0504032,0.0365267,0.0241433,0.0142719,0.00782082,0.00363323,0.00285356,0.00226809,0.00286046,0.00869763,0.368033,0.360939,0.35231,0.341442,0.32782,0.644993,0.638291,0.629594,0.617904,0.602686,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.0916434,0.0916434,0.0916434,0.0916434,0.0916434,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000441276,0.000441143,0.000440523,0.00043916,0.000436563,140,140,140,140,140,1.39841,1.3984,1.3984,1.3984,1.39839,2.58321,2.58322,2.58322,2.58323,2.58323
250,1.78281,-0.730619,-4.30714,-9.43613,-16.0492,0.995707,0.994332,0.991566,0.984992,0.968141,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,1.87811e-32,2.1226e-32,2.53421e-32,3.37456e-32,5.56185e-32,0.939968,0.888093,0.777573,0.57279,0.315578,0.13103,0.131114,0.12832,0.127676,0.149815,0.0483169,0.0342419,0.021802,0.0122948,0.00650046,0.00349108,0.00269977,0.00221322,0.00356777,0.0132591,0.370864,0.363189,0.353662,0.341461,0.326147,0.650655,0.64342,0.633819,0.620693,0.603696,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.0871739,0.0871739,0.0871739,0.0871739,0.0871739,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000437638,0.000437421,0.000436594,0.00043494,0.000431907,140,140,140,140,140,1.41092,1.41092,1.41092,1.41092,1.41091,2.5844,2.58441,2.58441,2.58442,2.58442
255,1.49971,-1.2199,-5.20043,-10.9359,-18.1596,0.995571,0.99402,0.990681,0.982209,0.959436,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,4.40619e-33,5.05172e-33,6.20122e-33,8.7669e-33,1.63554e-32,0.934883,0.874435,0.742782,0.506972,0.246632,0.13128,0.130837,0.127462,0.130081,0.162937,0.0463652,0.0320612,0.0195884,0.0105354,0.00538845,0.00335767,0.00255945,0.00222917,0.00475362,0.0203946,0.373568,0.365244,0.354723,0.34103,0.323908,0.656226,0.648351,0.637709,0.622958,0.604146,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.0829221,0.0829221,0.0829221,0.0829221,0.0829221,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000434115,0.000433783,0.000432665,0.00043072,0.00042725,140,140,140,140,140,1.42344,1.42344,1.42343,1.42343,1.42343,2.5856,2.5856,2.58561,2.58561,2.58562
260,1.21907,-1.73009,-6.16621,-12.5371,-20.373,0.995431,0.993671,0.989612,0.978657,0.947745,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,1.03516e-33,1.2061e-33,1.53021e-33,2.32955e-33,5.06651e-33,0.929489,0.859217,0.703204,0.438337,0.186316,0.131468,0.130441,0.126728,0.134624,0.178839,0.044526,0.0299679,0.0175032,0.00898975,0.00445399,0.00323203,0.00243381,0.00234366,0.00664308,0.0313793,0.376153,0.367121,0.355476,0.340119,0.321108,0.661591,0.653083,0.641229,0.624754,0.604055,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.0788783,0.0788783,0.0788783,0.0788783,0.0788783,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000430624,0.000430173,0.000428814,0.0004265,0.000422593,140,140,140,140,140,1.43596,1.43595,1.43595,1.43595,1.43595,2.58679,2.58679,2.5868,2.5868,2.58681
265,0.93892,-2.26604,-7.21147,-14.2328,-22.6849,0.995288,0.993282,0.988318,0.974103,0.931976,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,2.43534e-34,2.8895e-34,3.81338e-34,6.36027e-34,1.66929e-33,0.92376,0.842212,0.658592,0.369485,0.136092,0.131594,0.129949,0.126309,0.141732,0.196996,0.0427788,0.0279491,0.015551,0.00764661,0.00366997,0.00311329,0.00232498,0.00259711,0.00955923,0.0480338,0.37862,0.368818,0.355904,0.33872,0.317757,0.6668,0.657553,0.644397,0.626074,0.603445,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.0750311,0.0750311,0.0750311,0.0750311,0.0750311,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000427277,0.000426681,0.000425031,0.00042228,0.000417937,140,140,140,140,140,1.44847,1.44847,1.44847,1.44847,1.44846,2.58798,2.58798,2.58799,2.58799,2.588
270,0.657728,-2.83278,-8.34081,-16.0168,-25.0875,0.995139,0.992844,0.986732,0.968244,0.910715,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,5.73779e-35,6.94911e-35,9.61467e-35,1.79366e-34,5.90878e-34,0.917676,0.823146,0.608977,0.303237,0.0962029,0.131663,0.129366,0.126475,0.151601,0.216828,0.0411098,0.025995,0.0137391,0.00648826,0.003014,0.00300074,0.00223639,0.00304773,0.0139628,0.0728002,0.380973,0.370316,0.355978,0.336827,0.313883,0.671866,0.661783,0.647206,0.626884,0.60231,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.071372,0.071372,0.071372,0.071372,0.071372,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000423943,0.000423188,0.000421247,0.00041806,0.00041328,140,140,140,140,140,1.46098,1.46098,1.46097,1.46097,1.46097,2.58917,2.58918,2.58918,2.58919,2.58919
275,0.37364,-3.4355,-9.55569,-17.8852,-27.5683,0.994984,0.992345,0.984782,0.960669,0.882228,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,1.35389e-35,1.67838e-35,2.4579e-35,5.25635e-35,2.26891e-34,0.911219,0.801727,0.5548,0.242133,0.0659101,0.131663,0.128698,0.127578,0.164178,0.237784,0.0395044,0.0241002,0.0120756,0.0054934,0.00246766,0.00289375,0.00217309,0.00377813,0.0205088,0.108591,0.383208,0.3716,0.355682,0.334426,0.309516,0.676738,0.665798,0.649636,0.627254,0.600622,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.0678913,0.0678913,0.0678913,0.0678913,0.0678913,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000420742,0.000419739,0.000417464,0.000413839,0.000408624,140,140,140,140,140,1.4729,1.4729,1.47289,1.47289,1.47289,2.59036,2.59037,2.59037,2.59038,2.59038
280,0.0849801,-4.07983,-10.8544,-19.8351,-30.1112,0.994821,0.991775,0.982364,0.950834,0.84459,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,3.19962e-36,4.07324e-36,6.38711e-36,1.61159e-35,9.52897e-35,0.904266,0.777637,0.497008,0.188073,0.0438477,0.1316,0.127968,0.13002,0.179207,0.259385,0.0379521,0.0222616,0.0105665,0.00464063,0.00201525,0.00279193,0.00214247,0.00490386,0.03012,0.158185,0.385299,0.372688,0.354992,0.331529,0.304709,0.681506,0.669586,0.651634,0.627129,0.598337,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.0645799,0.0645799,0.0645799,0.0645799,0.0645799,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.00041754,0.000416393,0.00041368,0.000409619,0.000403967,140,140,140,140,140,1.48482,1.48482,1.48482,1.48481,1.48481,2.59156,2.59156,2.59157,2.59157,2.59158
285,-0.209985,-4.77153,-12.2325,-21.8643,-32.6975,0.99465,0.991115,0.979375,0.938005,0.796003,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,7.57396e-37,9.93939e-37,1.69217e-36,5.20836e-36,4.40144e-35,0.896826,0.750537,0.437067,0.142132,0.0283862,0.131484,0.127223,0.134204,0.196306,0.281258,0.0364427,0.0204788,0.00921307,0.00391049,0.00164293,0.00269496,0.00215498,0.00658428,0.0440704,0.223075,0.387277,0.373527,0.353897,0.328149,0.299503,0.686058,0.673133,0.653256,0.626565,0.595405,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.0614308,0.0614308,0.0614308,0.0614308,0.0614308,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000414479,0.000413046,0.000409897,0.000405399,0.00039931,140,140,140,140,140,1.49674,1.49674,1.49674,1.49674,1.49673,2.59275,2.59275,2.59276,2.59276,2.59277
290,-0.513051,-5.5157,-13.6842,-23.9679,-35.3152,0.994467,0.990341,0.975662,0.921261,0.73515,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,1.79595e-37,2.44054e-37,4.58623e-37,1.78838e-36,2.2406e-35,0.88881,0.720111,0.37679,0.104568,0.0179213,0.131318,0.12656,0.140456,0.215034,0.303073,0.0349676,0.0187555,0.00801145,0.00328655,0.00133799,0.0026027,0.00222531,0.00903683,0.0640423,0.302188,0.38914,0.37414,0.352384,0.3243,0.293964,0.690529,0.676411,0.654481,0.625526,0.591771,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.0584348,0.0584348,0.0584348,0.0584348,0.0584348,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000411423,0.000409699,0.000406113,0.000401179,0.000394654,140,140,140,140,140,1.50866,1.50866,1.50866,1.50866,1.50865,2.59394,2.59395,2.59395,2.59395,2.59396
295,-0.825961,-6.31715,-15.204,-26.1381,-37.9477,0.994272,0.989434,0.97105,0.899472,0.662131,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,4.26637e-38,6.03564e-38,1.27646e-37,6.57598e-37,1.255e-35,0.880149,0.686108,0.318167,0.0749623,0.0110551,0.131094,0.126031,0.14897,0.234948,0.324612,0.0335226,0.0170978,0.00695247,0.00275512,0.00108915,0.00251522,0.00237381,0.0125565,0.0920867,0.391412,0.390886,0.374503,0.350442,0.320005,0.288145,0.694776,0.679405,0.655276,0.624003,0.587313,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.0555848,0.0555848,0.0555848,0.0555848,0.0555848,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.00040845,0.000406352,0.00040233,0.000396959,0.000390086,140,140,140,140,140,1.52058,1.52058,1.52058,1.52058,1.52057,2.59513,2.59514,2.59514,2.59515,2.59515
300,-1.15061,-7.17994,-16.788,-28.3642,-40.5989,0.994062,0.988355,0.965296,0.871344,0.578446,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,0.000364386,1.01547e-38,1.50504e-38,3.66416e-38,2.60812e-37,0.000102148,0.870746,0.648369,0.26303,0.0524286,0.00667359,0.130805,0.125778,0.159781,0.255635,0.345735,0.0320997,0.0155131,0.00602343,0.00230448,0.00088612,0.00243275,0.00262846,0.0175426,0.130378,0.484527,0.392512,0.374584,0.348064,0.315301,0.282106,0.698948,0.682129,0.655701,0.621989,0.581936,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.052874,0.052874,0.052874,0.052874,0.052874,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.00040554,0.000403005,0.000398546,0.000392739,0.000385575,140,140,140,140,140,1.5325,1.5325,1.5325,1.5325,1.5325,2.59632,2.59633,2.59633,2.59634,2.59634
305,-1.48889,-8.10672,-18.4342,-30.6332,-43.2632,0.993834,0.987074,0.958093,0.835536,0.488063,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,0.00163408,2.42201e-39,3.78906e-39,1.09004e-38,1.1222e-37,0.000813127,0.860516,0.606911,0.212857,0.0358272,0.00394653,0.130471,0.125972,0.172782,0.27674,0.366349,0.0306938,0.0140106,0.00521015,0.00192426,0.000720607,0.00235587,0.00302739,0.0245348,0.180672,0.575083,0.394002,0.374383,0.345257,0.310228,0.275897,0.702895,0.68457,0.655739,0.619428,0.575529,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.0502953,0.0502953,0.0502953,0.0502953,0.0502953,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.00040263,0.000399683,0.000394763,0.000388519,0.000381063,140,140,140,140,140,1.54442,1.54442,1.54442,1.54442,1.54442,2.59752,2.59752,2.59753,2.59753,2.59754
